Job_ID,Role,Company,Location,Experience_Level,Employment_Type,Salary_USD,Skills,Remote_Status,Posted_Date,Job_Description
527,Data Analyst,Zoho,"Berlin, DE",Senior,Part-time,168333,"Tableau, Spark, GCP",Hybrid,6/12/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: Spark, Tableau, GCP."
528,ML Ops Engineer,Meta,"Texas, US",Expert,Internship,197047,"GCP, Docker, SQL, NLP, Deep Learning, PowerBI",Remote,5/18/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in Deep Learning, SQL, PowerBI to solve real-world problems. Experience in Deep Learning, SQL, PowerBI is a plus."
529,BI Analyst,Infosys,"Singapore, SG",Expert,Internship,234646,"PyTorch, Spark, Pandas, Kubernetes",Onsite,5/31/2025,"We are looking for a BI Analyst with strong experience in Pandas, PyTorch, Spark. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
530,AI Research Scientist,Adobe,"Delhi, IN",Entry,Part-time,5551,"TensorFlow, Computer Vision, Pandas, Hadoop, NLP",Onsite,5/16/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: NLP, Computer Vision, TensorFlow."
531,NLP Engineer,Microsoft,"Delhi, IN",Mid,Full-time,9454,"Python, PyTorch, Excel, Computer Vision, R, Docker",Onsite,6/19/2025,"Seeking a passionate NLP Engineer with hands-on experience in Excel, R, Docker. Excellent opportunity to grow in a dynamic environment."
532,NLP Engineer,OpenAI,"Texas, US",Expert,Full-time,185856,"Kubernetes, Excel, PowerBI, Docker, Tableau, Deep Learning",Remote,6/10/2025,"We are looking for a NLP Engineer with strong experience in Kubernetes, Excel, Docker. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
533,ML Ops Engineer,LinkedIn,"Texas, US",Mid,Internship,99430,"Pandas, Computer Vision, Deep Learning",Onsite,6/29/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in Pandas, Deep Learning, Computer Vision to solve real-world problems. Experience in Pandas, Deep Learning, Computer Vision is a plus."
534,BI Analyst,Flipkart,"Delhi, IN",Entry,Internship,4908,"Excel, PowerBI, Hadoop",Hybrid,5/7/2025,"Seeking a passionate BI Analyst with hands-on experience in PowerBI, Hadoop, Excel. Excellent opportunity to grow in a dynamic environment."
535,Data Scientist,NVIDIA,"New York, US",Mid,Full-time,82412,"TensorFlow, Hadoop, Scikit-learn",Hybrid,7/26/2025,"We are looking for a Data Scientist with strong experience in TensorFlow, Hadoop, Scikit-learn. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
536,NLP Engineer,OpenAI,"London, UK",Expert,Full-time,257187,"Kubernetes, Python, Tableau",Hybrid,6/3/2025,"We are looking for a NLP Engineer with strong experience in Kubernetes, Tableau, Python. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
537,AI Research Scientist,IBM,"California, US",Senior,Internship,126509,"PowerBI, PyTorch, Scikit-learn, Azure",Onsite,7/17/2025,"We are looking for a AI Research Scientist with strong experience in PowerBI, Azure, PyTorch. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
538,AI Research Scientist,Wipro,"Bengaluru, IN",Mid,Full-time,8189,"Deep Learning, TensorFlow, Tableau, PyTorch, Computer Vision",Hybrid,6/17/2025,"Seeking a passionate AI Research Scientist with hands-on experience in Deep Learning, Tableau, Computer Vision. Excellent opportunity to grow in a dynamic environment."
539,NLP Engineer,Salesforce,"New York, US",Entry,Part-time,64645,"Spark, Pandas, Deep Learning, TensorFlow, Azure, Python",Remote,6/18/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using Python, Azure, Spark. We value creativity and a willingness to learn."
540,ML Ops Engineer,NVIDIA,"Bengaluru, IN",Entry,Internship,5335,"Hadoop, Excel, TensorFlow, AWS, PyTorch",Remote,6/20/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using Hadoop, AWS, Excel. We value creativity and a willingness to learn."
541,BI Analyst,SAP,"New York, US",Mid,Part-time,81022,"Hadoop, Docker, R, Python, Excel, Computer Vision",Onsite,5/10/2025,"Join our team as a BI Analyst, where you'll use your skills in Computer Vision, Excel, Docker to solve real-world problems. Experience in Computer Vision, Excel, Docker is a plus."
542,NLP Engineer,Netflix,"California, US",Entry,Internship,59590,"GCP, Excel, Spark, PowerBI, R",Onsite,7/8/2025,"Seeking a passionate NLP Engineer with hands-on experience in PowerBI, R, Spark. Excellent opportunity to grow in a dynamic environment."
543,Data Scientist,Wipro,"New York, US",Expert,Full-time,236618,"Pandas, Spark, Tableau, Hadoop",Remote,5/8/2025,"Join our team as a Data Scientist, where you'll use your skills in Pandas, Tableau, Spark to solve real-world problems. Experience in Pandas, Tableau, Spark is a plus."
544,NLP Engineer,SAP,"Berlin, DE",Mid,Contract,100133,"PyTorch, Python, Kubernetes",Onsite,7/28/2025,"Join our team as a NLP Engineer, where you'll use your skills in Kubernetes, Python, PyTorch to solve real-world problems. Experience in Kubernetes, Python, PyTorch is a plus."
545,ML Engineer,Netflix,"Bengaluru, IN",Expert,Internship,19016,"Docker, TensorFlow, NLP",Hybrid,6/10/2025,"We are looking for a ML Engineer with strong experience in TensorFlow, NLP, Docker. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
546,Computer Vision Engineer,Salesforce,"Texas, US",Entry,Full-time,52139,"Python, Azure, NLP, GCP",Onsite,7/17/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in NLP, Azure, Python. Excellent opportunity to grow in a dynamic environment."
547,NLP Engineer,TCS,"London, UK",Expert,Contract,259433,"Python, GCP, Deep Learning, TensorFlow",Remote,6/23/2025,"We are looking for a NLP Engineer with strong experience in TensorFlow, Python, GCP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
548,ML Ops Engineer,Netflix,"Delhi, IN",Mid,Part-time,7840,"Azure, Excel, AWS, Spark",Remote,6/23/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: Excel, AWS, Azure."
549,Data Analyst,Google,"Tokyo, JP",Senior,Internship,164112,"Computer Vision, Pandas, Azure, TensorFlow, Docker",Remote,5/26/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Computer Vision, Docker, Azure. We value creativity and a willingness to learn."
550,Computer Vision Engineer,Adobe,Remote,Entry,Part-time,54017,"Python, Deep Learning, GCP, Tableau, SQL",Remote,5/16/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Tableau, SQL, Python."
551,ML Engineer,TCS,"Tokyo, JP",Expert,Full-time,220737,"TensorFlow, Python, Kubernetes",Remote,6/3/2025,"Join our team as a ML Engineer, where you'll use your skills in Kubernetes, TensorFlow, Python to solve real-world problems. Experience in Kubernetes, TensorFlow, Python is a plus."
552,ML Engineer,Hugging Face,Remote,Senior,Contract,149183,"Tableau, Spark, AWS",Remote,7/19/2025,"We are looking for a ML Engineer with strong experience in Spark, AWS, Tableau. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
553,ML Ops Engineer,Meta,"Sydney, AU",Expert,Full-time,221062,"PyTorch, R, Docker",Remote,7/21/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in PyTorch, Docker, R to solve real-world problems. Experience in PyTorch, Docker, R is a plus."
554,NLP Engineer,LinkedIn,"Sydney, AU",Expert,Full-time,186842,"Deep Learning, Pandas, TensorFlow, Computer Vision, AWS",Remote,5/13/2025,"Join our team as a NLP Engineer, where you'll use your skills in Deep Learning, Pandas, Computer Vision to solve real-world problems. Experience in Deep Learning, Pandas, Computer Vision is a plus."
555,ML Engineer,SAP,"Bengaluru, IN",Expert,Internship,18340,"Spark, Tableau, GCP, TensorFlow, Pandas, Python",Hybrid,5/13/2025,"As a ML Engineer, you will be responsible for building scalable solutions using Python, Tableau, Pandas. We value creativity and a willingness to learn."
556,Data Scientist,Hugging Face,Remote,Mid,Part-time,95474,"Pandas, Docker, Scikit-learn, AWS, PyTorch, Deep Learning",Hybrid,7/23/2025,"As a Data Scientist, you will be responsible for building scalable solutions using AWS, Pandas, Deep Learning. We value creativity and a willingness to learn."
557,ML Engineer,Apple,"Berlin, DE",Expert,Contract,199087,"Kubernetes, PowerBI, Tableau, Excel",Onsite,6/11/2025,"Seeking a passionate ML Engineer with hands-on experience in Kubernetes, PowerBI, Excel. Excellent opportunity to grow in a dynamic environment."
558,ML Engineer,Adobe,"Singapore, SG",Mid,Full-time,106664,"NLP, GCP, Excel, Hadoop, SQL, Scikit-learn",Remote,7/4/2025,"Join our team as a ML Engineer, where you'll use your skills in GCP, NLP, SQL to solve real-world problems. Experience in GCP, NLP, SQL is a plus."
559,ML Ops Engineer,SAP,"Singapore, SG",Senior,Contract,141536,"Docker, R, Kubernetes",Hybrid,6/30/2025,"Seeking a passionate ML Ops Engineer with hands-on experience in Docker, Kubernetes, R. Excellent opportunity to grow in a dynamic environment."
560,ML Engineer,TCS,"Tokyo, JP",Mid,Internship,85664,"GCP, Deep Learning, Scikit-learn, Python, NLP, Spark",Hybrid,7/19/2025,"We are looking for a ML Engineer with strong experience in Deep Learning, Python, Spark. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
561,Computer Vision Engineer,Google,"Delhi, IN",Entry,Part-time,5443,"R, Python, GCP, Hadoop, PowerBI",Onsite,7/6/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in GCP, Python, Hadoop. Excellent opportunity to grow in a dynamic environment."
562,Data Analyst,Infosys,"Tokyo, JP",Mid,Contract,81700,"Azure, TensorFlow, Python, PyTorch",Hybrid,6/10/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: Python, TensorFlow, Azure."
563,Data Scientist,Flipkart,"London, UK",Senior,Internship,163313,"SQL, TensorFlow, PyTorch, Hadoop, GCP, Excel",Remote,5/21/2025,"Join our team as a Data Scientist, where you'll use your skills in TensorFlow, Hadoop, SQL to solve real-world problems. Experience in TensorFlow, Hadoop, SQL is a plus."
564,BI Analyst,Zoho,"Toronto, CA",Expert,Part-time,204785,"PyTorch, Tableau, AWS, R, Azure",Remote,7/12/2025,"Seeking a passionate BI Analyst with hands-on experience in AWS, Azure, Tableau. Excellent opportunity to grow in a dynamic environment."
565,ML Ops Engineer,OpenAI,"Tokyo, JP",Entry,Internship,60148,"Spark, NLP, Kubernetes, Pandas, Docker, SQL",Hybrid,6/17/2025,"Seeking a passionate ML Ops Engineer with hands-on experience in Spark, NLP, Kubernetes. Excellent opportunity to grow in a dynamic environment."
566,Computer Vision Engineer,Adobe,"Tokyo, JP",Expert,Internship,256543,"GCP, AWS, Pandas",Onsite,6/1/2025,"We are looking for a Computer Vision Engineer with strong experience in GCP, AWS, Pandas. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
567,Data Analyst,Salesforce,"London, UK",Senior,Internship,175209,"Hadoop, SQL, PyTorch, Excel, PowerBI",Onsite,6/2/2025,"Seeking a passionate Data Analyst with hands-on experience in Hadoop, PowerBI, SQL. Excellent opportunity to grow in a dynamic environment."
568,Computer Vision Engineer,TCS,"Singapore, SG",Entry,Internship,60353,"Computer Vision, Pandas, NLP, Kubernetes, Tableau, PyTorch",Hybrid,6/10/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using NLP, Computer Vision, Pandas. We value creativity and a willingness to learn."
569,ML Engineer,Netflix,"Mumbai, IN",Mid,Contract,9353,"Spark, Pandas, Hadoop, SQL, Azure",Hybrid,6/29/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: Pandas, Hadoop, Spark."
570,Data Scientist,Meta,"New York, US",Senior,Full-time,132887,"PowerBI, Azure, GCP, PyTorch, Excel",Hybrid,7/27/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: PyTorch, PowerBI, Excel."
571,NLP Engineer,Wipro,"Toronto, CA",Expert,Internship,241866,"Deep Learning, AWS, Excel, GCP",Hybrid,5/29/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: GCP, Excel, Deep Learning."
572,Data Analyst,Adobe,"Singapore, SG",Expert,Internship,204621,"Computer Vision, GCP, Docker, Hadoop, Python, Scikit-learn",Onsite,7/11/2025,"Join our team as a Data Analyst, where you'll use your skills in Computer Vision, Scikit-learn, GCP to solve real-world problems. Experience in Computer Vision, Scikit-learn, GCP is a plus."
573,AI Research Scientist,Wipro,"Tokyo, JP",Entry,Internship,67338,"Computer Vision, Deep Learning, Hadoop, PowerBI, Tableau, Spark",Hybrid,7/26/2025,"We are looking for a AI Research Scientist with strong experience in PowerBI, Tableau, Deep Learning. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
574,ML Engineer,Apple,"Texas, US",Senior,Internship,124175,"GCP, Kubernetes, TensorFlow, Tableau, Docker, Spark",Onsite,6/20/2025,"We are looking for a ML Engineer with strong experience in Spark, Kubernetes, TensorFlow. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
575,Data Scientist,Netflix,"New York, US",Mid,Full-time,102021,"SQL, Deep Learning, PowerBI, GCP",Hybrid,6/29/2025,"Seeking a passionate Data Scientist with hands-on experience in GCP, SQL, Deep Learning. Excellent opportunity to grow in a dynamic environment."
576,NLP Engineer,Adobe,"New York, US",Expert,Full-time,222830,"Deep Learning, Scikit-learn, TensorFlow, PyTorch, Computer Vision, AWS",Onsite,7/20/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: AWS, Computer Vision, PyTorch."
577,BI Analyst,OpenAI,"Texas, US",Mid,Contract,116509,"Pandas, Excel, PowerBI, GCP",Onsite,5/25/2025,"Join our team as a BI Analyst, where you'll use your skills in GCP, Pandas, PowerBI to solve real-world problems. Experience in GCP, Pandas, PowerBI is a plus."
578,ML Ops Engineer,Infosys,"London, UK",Entry,Part-time,42096,"Excel, Kubernetes, Docker, Hadoop, R",Onsite,7/17/2025,"We are looking for a ML Ops Engineer with strong experience in R, Kubernetes, Docker. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
579,NLP Engineer,SAP,"Toronto, CA",Senior,Internship,147200,"Pandas, Computer Vision, Docker, Deep Learning",Hybrid,5/5/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using Deep Learning, Pandas, Computer Vision. We value creativity and a willingness to learn."
580,AI Research Scientist,Hugging Face,"New York, US",Expert,Full-time,250482,"SQL, GCP, Kubernetes, Computer Vision, TensorFlow",Remote,6/11/2025,"Join our team as a AI Research Scientist, where you'll use your skills in TensorFlow, Computer Vision, Kubernetes to solve real-world problems. Experience in TensorFlow, Computer Vision, Kubernetes is a plus."
581,Data Scientist,Meta,"Delhi, IN",Senior,Internship,13359,"Docker, Python, SQL",Onsite,5/8/2025,"We are looking for a Data Scientist with strong experience in Python, SQL, Docker. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
582,ML Ops Engineer,Salesforce,"Toronto, CA",Expert,Part-time,195031,"Tableau, Docker, Kubernetes, Excel",Onsite,7/20/2025,"We are looking for a ML Ops Engineer with strong experience in Excel, Docker, Tableau. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
583,Data Scientist,NVIDIA,"Sydney, AU",Mid,Internship,88293,"Python, TensorFlow, Scikit-learn, PowerBI",Remote,7/13/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: PowerBI, Python, TensorFlow."
584,BI Analyst,Netflix,"New York, US",Entry,Contract,54439,"Hadoop, GCP, Docker",Remote,4/30/2025,"Seeking a passionate BI Analyst with hands-on experience in Hadoop, Docker, GCP. Excellent opportunity to grow in a dynamic environment."
585,ML Engineer,Adobe,"Sydney, AU",Entry,Internship,50103,"R, Deep Learning, GCP",Hybrid,6/27/2025,"We are looking for a ML Engineer with strong experience in Deep Learning, R, GCP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
586,Computer Vision Engineer,TCS,"London, UK",Entry,Full-time,40915,"AWS, TensorFlow, Scikit-learn",Onsite,7/7/2025,"Join our team as a Computer Vision Engineer, where you'll use your skills in AWS, Scikit-learn, TensorFlow to solve real-world problems. Experience in AWS, Scikit-learn, TensorFlow is a plus."
587,ML Engineer,IBM,"Delhi, IN",Entry,Contract,5841,"Computer Vision, TensorFlow, AWS, GCP, Excel, Scikit-learn",Onsite,6/17/2025,"As a ML Engineer, you will be responsible for building scalable solutions using Scikit-learn, TensorFlow, Computer Vision. We value creativity and a willingness to learn."
588,AI Research Scientist,Google,"Bengaluru, IN",Senior,Full-time,13442,"Pandas, NLP, R, SQL, GCP",Onsite,6/6/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: R, Pandas, NLP."
589,NLP Engineer,LinkedIn,"Mumbai, IN",Entry,Part-time,4310,"Tableau, Scikit-learn, Pandas, Kubernetes",Onsite,7/20/2025,"Seeking a passionate NLP Engineer with hands-on experience in Kubernetes, Tableau, Scikit-learn. Excellent opportunity to grow in a dynamic environment."
590,Computer Vision Engineer,Google,"Singapore, SG",Expert,Internship,245984,"AWS, Python, TensorFlow",Hybrid,6/19/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: TensorFlow, AWS, Python."
591,Data Analyst,IBM,Remote,Mid,Full-time,103998,"PyTorch, Deep Learning, GCP, R",Remote,6/28/2025,"Seeking a passionate Data Analyst with hands-on experience in Deep Learning, PyTorch, GCP. Excellent opportunity to grow in a dynamic environment."
592,ML Ops Engineer,Flipkart,"Texas, US",Senior,Contract,122595,"PowerBI, Python, AWS, Tableau, Spark, TensorFlow",Hybrid,7/2/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using Spark, Tableau, TensorFlow. We value creativity and a willingness to learn."
593,ML Engineer,TCS,Remote,Mid,Internship,90230,"Kubernetes, SQL, GCP",Hybrid,7/22/2025,"Seeking a passionate ML Engineer with hands-on experience in Kubernetes, SQL, GCP. Excellent opportunity to grow in a dynamic environment."
594,AI Research Scientist,OpenAI,"Texas, US",Entry,Part-time,57984,"Computer Vision, Docker, PowerBI",Hybrid,7/7/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: PowerBI, Docker, Computer Vision."
595,Data Analyst,TCS,"Bengaluru, IN",Mid,Part-time,10777,"Kubernetes, SQL, NLP, Deep Learning, Spark",Onsite,7/7/2025,"Join our team as a Data Analyst, where you'll use your skills in SQL, Kubernetes, Spark to solve real-world problems. Experience in SQL, Kubernetes, Spark is a plus."
596,ML Ops Engineer,SAP,"Bengaluru, IN",Expert,Part-time,23601,"PowerBI, Hadoop, PyTorch",Onsite,5/19/2025,"We are looking for a ML Ops Engineer with strong experience in PyTorch, PowerBI, Hadoop. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
597,AI Research Scientist,Infosys,"Bengaluru, IN",Expert,Contract,25943,"SQL, Tableau, PyTorch, Kubernetes, GCP, Pandas",Onsite,7/4/2025,"Seeking a passionate AI Research Scientist with hands-on experience in Pandas, PyTorch, GCP. Excellent opportunity to grow in a dynamic environment."
598,ML Engineer,Google,"Delhi, IN",Senior,Internship,16864,"Kubernetes, PowerBI, SQL, Computer Vision, R, Docker",Onsite,7/13/2025,"Join our team as a ML Engineer, where you'll use your skills in SQL, R, Docker to solve real-world problems. Experience in SQL, R, Docker is a plus."
599,BI Analyst,Hugging Face,"Texas, US",Mid,Internship,119255,"NLP, R, Deep Learning, Computer Vision, AWS, TensorFlow",Onsite,5/28/2025,"Seeking a passionate BI Analyst with hands-on experience in AWS, TensorFlow, NLP. Excellent opportunity to grow in a dynamic environment."
600,ML Engineer,Zoho,"Sydney, AU",Entry,Part-time,59838,"AWS, Excel, Scikit-learn, Python, TensorFlow",Onsite,7/17/2025,"We are looking for a ML Engineer with strong experience in Scikit-learn, TensorFlow, Excel. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
601,BI Analyst,Salesforce,"Tokyo, JP",Entry,Part-time,45433,"Excel, PowerBI, Computer Vision, SQL, TensorFlow, Tableau",Onsite,5/16/2025,"Seeking a passionate BI Analyst with hands-on experience in TensorFlow, SQL, Excel. Excellent opportunity to grow in a dynamic environment."
602,Computer Vision Engineer,Apple,"Berlin, DE",Mid,Internship,70420,"TensorFlow, SQL, Computer Vision",Hybrid,5/22/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: TensorFlow, SQL, Computer Vision."
603,BI Analyst,Wipro,"Tokyo, JP",Expert,Part-time,197607,"Kubernetes, Scikit-learn, Spark, TensorFlow",Remote,6/1/2025,"Join our team as a BI Analyst, where you'll use your skills in TensorFlow, Scikit-learn, Spark to solve real-world problems. Experience in TensorFlow, Scikit-learn, Spark is a plus."
604,Data Analyst,Netflix,"London, UK",Entry,Part-time,48498,"SQL, PowerBI, Pandas, Deep Learning",Remote,7/13/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: PowerBI, Pandas, SQL."
605,NLP Engineer,Amazon,"Toronto, CA",Entry,Part-time,55898,"R, Azure, Python",Onsite,5/4/2025,"We are looking for a NLP Engineer with strong experience in Python, Azure, R. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
606,ML Engineer,Meta,"London, UK",Entry,Internship,57041,"Tableau, Computer Vision, Pandas, NLP, Hadoop, Scikit-learn",Hybrid,6/28/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: Tableau, Hadoop, Scikit-learn."
607,Computer Vision Engineer,Salesforce,"Bengaluru, IN",Entry,Contract,6641,"PyTorch, Python, TensorFlow, Spark, Azure, NLP",Onsite,6/27/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Spark, Azure, NLP."
608,Computer Vision Engineer,SAP,"Singapore, SG",Expert,Internship,222229,"NLP, R, Tableau",Hybrid,5/3/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Tableau, NLP, R."
609,ML Ops Engineer,TCS,"Singapore, SG",Expert,Internship,236087,"TensorFlow, Deep Learning, PowerBI, GCP, PyTorch, Computer Vision",Hybrid,5/23/2025,"Seeking a passionate ML Ops Engineer with hands-on experience in GCP, Deep Learning, PyTorch. Excellent opportunity to grow in a dynamic environment."
610,ML Engineer,Apple,"Mumbai, IN",Entry,Contract,5798,"Kubernetes, Hadoop, AWS",Hybrid,6/27/2025,"As a ML Engineer, you will be responsible for building scalable solutions using AWS, Kubernetes, Hadoop. We value creativity and a willingness to learn."
611,Data Analyst,Netflix,Remote,Entry,Full-time,69799,"Azure, AWS, Pandas, Kubernetes, TensorFlow, Tableau",Onsite,7/11/2025,"We are looking for a Data Analyst with strong experience in Tableau, TensorFlow, Pandas. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
612,ML Ops Engineer,Amazon,Remote,Senior,Part-time,136661,"Deep Learning, Hadoop, Computer Vision, AWS, Spark, PyTorch",Hybrid,7/14/2025,"Seeking a passionate ML Ops Engineer with hands-on experience in Deep Learning, AWS, Hadoop. Excellent opportunity to grow in a dynamic environment."
613,NLP Engineer,Amazon,"New York, US",Entry,Contract,59405,"PyTorch, Tableau, Deep Learning, Python, PowerBI",Hybrid,7/21/2025,"Join our team as a NLP Engineer, where you'll use your skills in Deep Learning, PyTorch, PowerBI to solve real-world problems. Experience in Deep Learning, PyTorch, PowerBI is a plus."
614,Data Analyst,Salesforce,"Bengaluru, IN",Senior,Contract,15406,"TensorFlow, Deep Learning, Python, Docker",Hybrid,6/18/2025,"As a Data Analyst, you will be responsible for building scalable solutions using TensorFlow, Python, Deep Learning. We value creativity and a willingness to learn."
615,AI Research Scientist,Wipro,"London, UK",Expert,Internship,184501,"PowerBI, Spark, TensorFlow, Azure, Kubernetes",Remote,5/9/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: Azure, TensorFlow, Kubernetes."
616,Data Analyst,Uber,"Berlin, DE",Expert,Full-time,209500,"Scikit-learn, Kubernetes, Deep Learning",Onsite,6/20/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: Deep Learning, Scikit-learn, Kubernetes."
617,AI Research Scientist,Google,"Delhi, IN",Expert,Contract,23129,"SQL, Spark, PowerBI, Hadoop, GCP, NLP",Onsite,5/19/2025,"We are looking for a AI Research Scientist with strong experience in Spark, PowerBI, NLP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
618,BI Analyst,Meta,"Texas, US",Senior,Full-time,162902,"Docker, Kubernetes, PowerBI, PyTorch",Hybrid,7/2/2025,"As a BI Analyst, you will be responsible for building scalable solutions using PowerBI, Kubernetes, PyTorch. We value creativity and a willingness to learn."
619,Data Analyst,OpenAI,"Tokyo, JP",Entry,Contract,68054,"Computer Vision, Scikit-learn, R, TensorFlow, NLP, AWS",Hybrid,7/6/2025,"Join our team as a Data Analyst, where you'll use your skills in NLP, TensorFlow, AWS to solve real-world problems. Experience in NLP, TensorFlow, AWS is a plus."
620,ML Engineer,Meta,"Delhi, IN",Senior,Internship,14647,"TensorFlow, AWS, Deep Learning",Remote,5/27/2025,"Seeking a passionate ML Engineer with hands-on experience in AWS, TensorFlow, Deep Learning. Excellent opportunity to grow in a dynamic environment."
621,NLP Engineer,LinkedIn,"Texas, US",Expert,Full-time,216073,"NLP, Python, TensorFlow, Hadoop, SQL, R",Onsite,5/27/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using SQL, TensorFlow, Python. We value creativity and a willingness to learn."
622,Data Analyst,Google,"Singapore, SG",Expert,Contract,257709,"Deep Learning, Kubernetes, Computer Vision, PowerBI",Hybrid,5/16/2025,"Join our team as a Data Analyst, where you'll use your skills in Kubernetes, Computer Vision, PowerBI to solve real-world problems. Experience in Kubernetes, Computer Vision, PowerBI is a plus."
623,AI Research Scientist,Meta,"Toronto, CA",Entry,Part-time,66636,"SQL, Spark, Hadoop, TensorFlow, GCP, Tableau",Onsite,7/13/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: Spark, Tableau, SQL."
624,AI Research Scientist,LinkedIn,"Tokyo, JP",Mid,Full-time,90597,"Excel, GCP, Scikit-learn, SQL",Hybrid,5/18/2025,"As a AI Research Scientist, you will be responsible for building scalable solutions using SQL, Excel, GCP. We value creativity and a willingness to learn."
625,NLP Engineer,Microsoft,"New York, US",Entry,Contract,57839,"PowerBI, R, Spark, Pandas",Onsite,5/5/2025,"We are looking for a NLP Engineer with strong experience in Spark, PowerBI, R. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
626,ML Ops Engineer,Apple,"Singapore, SG",Expert,Contract,250544,"TensorFlow, R, AWS, Excel",Hybrid,7/4/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: R, Excel, AWS."
627,AI Research Scientist,Wipro,"London, UK",Mid,Part-time,88179,"Hadoop, Azure, Excel",Hybrid,6/10/2025,"Join our team as a AI Research Scientist, where you'll use your skills in Excel, Hadoop, Azure to solve real-world problems. Experience in Excel, Hadoop, Azure is a plus."
628,AI Research Scientist,Salesforce,"Mumbai, IN",Entry,Contract,5393,"SQL, Azure, GCP, NLP",Hybrid,5/17/2025,"Seeking a passionate AI Research Scientist with hands-on experience in Azure, GCP, SQL. Excellent opportunity to grow in a dynamic environment."
629,AI Research Scientist,IBM,"Texas, US",Senior,Internship,136220,"TensorFlow, Hadoop, Pandas, Computer Vision, SQL",Onsite,6/16/2025,"As a AI Research Scientist, you will be responsible for building scalable solutions using SQL, Pandas, TensorFlow. We value creativity and a willingness to learn."
630,Data Scientist,Zoho,"Toronto, CA",Senior,Part-time,126419,"Deep Learning, TensorFlow, Excel, Scikit-learn",Remote,5/22/2025,"Join our team as a Data Scientist, where you'll use your skills in Deep Learning, Excel, TensorFlow to solve real-world problems. Experience in Deep Learning, Excel, TensorFlow is a plus."
